Id,Label,timeset,modularity_class
"生粉",,,15
"淀粉",,,15
"全体",,,15
"干燥",,,15
"绿帽子[俗语]",,,2
"黄帝[华夏部落首领]",,,2
"轩辕氏",,,2
"中华",,,2
"华夏族",,,5
"三月初三",,,2
"龙图腾",,,2
"嫘祖",,,2
"黄帝故里拜祖大典",,,2
"君主",,,5
"氽",,,23
"水",,,4
6,,,23
OE,,,23
CJK,,,23
"会意",,,2
"动词",,,2
"西米[棕榈树类的树干加工制成的可食用西米淀粉]",,,15
sago,,,15
"反恐精英[射击游戏系列]",,,9
"多人",,,9
"小雅·正月",,,2
"西周",,,5
"《诗经》",,,2
"杂言古诗",,,2
"无名氏",,,2
"烟花烫[纪念张国荣逝世一周年官方主题曲]",,,4
"七月",,,26
2005,,,4
"曾一鸣",,,4
"雅丹地貌",,,1
"魔鬼城",,,1
"风蚀地貌",,,1
"污染[汉语词语]",,,3
pollute,,,3
"酸牛奶",,,15
yogurt,,,15
"太白粉",,,15
"马铃薯",,,15
"马铃薯淀粉",,,15
"知识经济[经济学理论概念]",,,2
"重庆市科学技术协会",,,2
1999,,,5
"半月刊",,,2
logo[商标/徽标],,,6
LOGO,,,6
"瑶柱",,,15
"信息素",,,26
pheromone,,,26
"外激素",,,26
"下丘脑",,,26
"重瞳",,,2
"着床",,,3
"月经",,,3
"血型",,,3
"血小板",,,5
platelet,,,5
1882年,,,5
"梦网服务",,,6
"中国移动通信集团公司",,,6
"手机",,,3
"刷机",,,3
Flash,,,3
"玉兰片",,,15
"十四行诗",,,2
"外国文学",,,2
"软件外包",,,6
"智能手机",,,3
"炫铃",,,3
"中国联通",,,3
"全资子公司",,,6
"工商管理",,,6
"一人公司",,,6
"小灵通",,,9
2011年,,,9
"无线市话",,,9
"授权文件",,,3
"义经[日本2005年泷泽秀明主演大河剧]",,,9
2005年1月9日,,,9
"哥特[文学派别]",,,5
Goth,,,5
"泰坦[希腊神话中的神族]",,,154
Titan,,,154
"自然现象",,,3
"孜然[植物]",,,26
"被子植物门",,,26
"原始花被亚纲",,,26
"伞形目",,,26
"伞形科",,,26
"芹亚科",,,26
"阿米芹族",,,26
"孜然芹属",,,26
"中药",,,26
"元气[道教术语]",,,2
"《鹖冠子》",,,2
"羊羹[食品]",,,15
"米迦勒[《圣经》中的天使长]",,,5
Michael,,,5
"米凯尔",,,5
"迈克尔",,,5
"漫游[移动电话业务]",,,3
roaming,,,3
"炼狱[人死后精炼的过程]",,,6
"云吞面[传统小吃]",,,15
"爽脆",,,15
"粤菜",,,15
"信托公司",,,6
"信托业务",,,6
"网页脚本",,,3
"以太网控制器",,,3
"网卡",,,3
"优化",,,2
"虚拟网卡",,,3
VPN,,,3
"向后兼容",,,3
"向下兼容",,,3
"外壳程序",,,3
shell,,,3
Unix,,,3
"河童[民间传说中的一种两栖动物]",,,5
"水虎",,,5
"河伯",,,5
"血红蛋白",,,3
"水版",,,3
"自助餐[国际上非正式的西式宴会]",,,15
"西餐",,,15
"冷餐会",,,15
"行货",,,6
"注册机",,,15
"羽化[道教词汇]",,,2
"万物",,,2
"杀人游戏[智力类游戏]",,,9
"迅雷[下载软件]",,,23
"深圳市迅雷网络技术有限公司",,,23
2003年,,,23
"智能下载",,,23
"蜂鸟",,,23
"王川",,,23
"航空航天",,,3
"智齿[人类第三大臼齿]",,,3
"智牙",,,3
"真牙",,,3
"口腔科",,,3
"科怀·伦纳德",,,5
1991年6月29日,,,5
"圣迭戈州立大学",,,5
"篮球",,,5
"圣安东尼奥马刺队",,,5
2号,,,5
"小贴士",,,6
"香蕉水",,,3
"色彩三要素",,,14
ng镜头,,,3
"蛋彩画",,,14
"跑焦",,,3
"像素",,,3
"图像元素",,,3
pixel,,,3
"变态美学",,,3
"夜大",,,23
"高升专",,,23
"高升本",,,23
"业余",,,23
"视觉艺术传达",,,2
"原创",,,4
Original,,,4
"唯一性",,,4
"釉",,,2
"腌西瓜",,,15
"凉拌西瓜",,,15
"粮食作物",,,15
"小鸟球",,,26
19世纪,,,26
"三二联防",,,5
"梗米",,,26
"大米",,,15
"种子植物门",,,26
"单子叶植物纲",,,26
"稻属",,,26
"粳稻",,,26
NBA,,,5
"美国职业篮球联赛",,,5
BAA,,,5
"亚当·席尔瓦",,,5
"体育组织",,,5
